,MTSClean,MTSCleanSoft,LocalSpeedClean,GlobalSpeedClean,LocalSpeedAccelClean,GlobalSpeedAccelClean,EWMAClean,MedianFilterClean,KalmanFilterClean,IMRClean
0.2,0.294,0.462,1.044,1.83,1.1,1.792,1.654,1.0,1.33,1.18
0.4,0.3183632734530938,0.436127744510978,1.0598802395209581,1.780439121756487,1.1037924151696608,1.7475049900199602,1.6127744510978044,0.999001996007984,1.307385229540918,1.3253493013972055
0.6,0.3189081225033289,0.5119840213049268,1.043941411451398,1.8042609853528628,1.0972037283621838,1.7736351531291612,1.6398135818908122,0.9993342210386151,1.315579227696405,1.2663115845539281
0.8,0.27295409181636726,0.4810379241516966,1.06686626746507,1.8622754491017963,1.1047904191616766,1.8153692614770458,1.6432135728542914,1.0,1.3223552894211577,1.2594810379241517
1.0,0.295926517571885,0.5135782747603834,1.0634984025559104,1.7991214057507987,1.1034345047923322,1.7695686900958467,1.628594249201278,0.9992012779552716,1.3174920127795526,1.319888178913738
