,Observed,True,MTSClean,MTSCleanSoft,GlobalSpeedAccelClean,IMRClean
15977,5.583790268007865,5.583790268007865,5.583790268007865,5.604945963706867,5.583790268007865,5.583790268007865
15978,5.578982766038574,5.578982766038574,5.578982766038574,5.617950495943443,5.578982766038574,5.578982766038574
15979,5.5741136294287195,5.5741136294287195,5.5741136294287195,5.5899157252820615,5.5741136294287195,5.5741136294287195
15980,5.5693061274594715,5.5693061274594715,5.5693061274594715,5.5953617103360145,5.5693061274594715,5.5693061274594715
15981,5.56449862549018,5.56449862549018,5.56449862549018,5.568431658371552,5.56449862549018,5.56449862549018
15982,5.559691123520932,5.559691123520932,5.559691123520932,5.566339557239747,5.559691123520932,5.559691123520932
15983,5.554883621551685,5.554883621551685,5.554883621551685,5.568980042193606,5.7343020604298625,5.554883621551685
15984,5.550076119582437,5.550076119582437,5.550076119582437,5.5648951829635624,5.908912997338793,5.550076119582437
15985,5.545268617613189,5.545268617613189,5.545268617613189,5.554815260270963,6.083523934247723,5.545268617613189
15986,5.540461115643942,5.540461115643942,5.67388200619113,5.5869806574850545,6.258134871156654,5.540461115643942
15987,5.535653613674651,5.535653613674651,5.8484929431000605,5.584233284889112,6.432745808065584,5.535653613674651
15988,5.814544327058718,5.530846111705403,6.023103880008991,5.774694034590401,6.607356744974514,5.814544327058718
15989,6.093435040442785,5.526038609736155,6.197714816917921,5.88341809746451,6.781967681883445,6.093435040442785
15990,6.372325753826852,5.521231107766908,6.372325753826852,5.979464020509963,6.956578618792375,6.372325753826852
15991,6.651216467210919,5.51642360579766,6.546936690735782,6.07208198571667,7.131189555701305,6.651216467210919
15992,6.930107180594986,5.511616103828412,6.721547627644712,6.181198459931497,7.305800492610236,6.930107180594986
15993,7.208997893979053,5.506808601859165,6.896158564553643,6.186000895223139,7.480411429519166,7.208997893979053
15994,7.487888607363076,5.502001099889873,7.070769501462573,6.436646621588081,7.6550223664280965,7.487888607363076
15995,7.766779320747143,5.497193597920625,7.16117680320748,6.573118327483869,7.829633303337027,7.766779320747143
15996,8.04567003413121,5.492386095951377,7.159112533163427,6.713123310387822,8.004244240245956,8.04567003413121
15997,8.324560747515278,5.48757859398213,7.157048263119379,6.7557987035375096,8.178855177154887,8.324560747515278
15998,8.603451460899343,5.482771092012882,7.154554193369615,6.924225180952719,8.353466114063817,8.603451460899343
15999,8.882342174283412,5.477963590043634,7.152489923325398,7.024172080982531,8.528077050972747,5.477963590043634
16000,9.161232887667435,5.473156088074343,7.150425653281346,6.879625533793333,9.578351993567981,5.473156088074343
16001,9.440123601051502,5.468348586105095,7.148118663760277,6.635002321784859,9.752962930476912,5.468348586105095
16002,9.719014314435569,5.463541084135848,7.146110032964243,6.002742548269607,9.927573867385842,5.463541084135848
16003,9.997905027819636,5.4587335821666,7.147201116118675,7.570668709707656,10.102184804294772,6.17684175497722
16004,10.276795741203703,5.453926080197352,7.148534918749693,7.79592175714943,10.276795741203703,6.823016944341813
16005,10.555686454587772,5.449118578228105,7.149681641152142,8.018441588503489,10.451406678112633,7.213391473873678
16006,10.834577167971794,5.444311076258813,7.150772724306581,8.016872711268169,10.626017615021564,7.633026034162347
16007,11.225889465867693,5.5519251588013985,7.152106526937768,8.306086624461118,10.800628551930494,8.229219454173759
16008,11.476921321686298,5.519258799266687,7.153440329568918,8.232632482470201,10.975239488839424,8.652559876712642
16009,11.681234119906307,5.439873382133384,7.154531412723355,8.26904054209012,11.149850425748355,9.059666599876374
16010,11.962158776431203,5.437099823304964,7.155865215354502,8.509918752460369,11.307696740405547,9.4462961747942
16011,12.243145067596704,5.434387899117151,7.1570119377568195,8.329890605325735,11.141283210700575,9.89399500407087
16012,12.52413135876225,5.431675974929381,7.158290101140088,8.536663216437095,10.974869680995603,10.307490685109963
