,Observed,True,MTSClean,MTSCleanSoft,GlobalSpeedAccelClean,IMRClean
14628,7.497612916072776,7.497612916072776,7.497612916072776,7.497612916072776,7.909235568366794,7.497612916072776
14629,7.602717554294011,7.602717554294011,7.602717554294011,7.602717554294011,8.116704093175878,7.602717554294011
14630,7.563327216864819,7.563327216864819,7.563327216864819,7.563327216864819,8.324172617984962,7.563327216864819
14631,7.523936879435671,7.523936879435671,7.523936879435671,7.523936879435671,8.531641142794046,7.523936879435671
14632,7.484482803596379,7.484482803596379,7.484482803596379,7.484482803596379,8.73910966760313,7.484482803596379
14633,7.612533269446304,7.612533269446304,7.612533269446304,7.612533269446304,8.946578192412213,7.612533269446304
14634,7.553384024892416,7.553384024892416,7.553384024892416,7.553384024892416,9.154046717221297,7.553384024892416
14635,7.494298518748627,7.494298518748627,7.494298518748627,7.494298518748627,9.36151524203038,7.494298518748627
14636,7.597172312617093,7.597172312617093,7.597172312617093,7.597172312617093,9.568983766839464,7.597172312617093
14637,7.601761478142831,7.601761478142831,7.601761478142831,7.601761478142831,9.776452291648548,7.601761478142831
14638,13.12989185725582,7.519029021859525,8.068629425523493,8.486497647712735,9.983920816457632,7.519029021859525
14639,13.21727721747492,7.606414382078624,8.071665003066691,8.38284270991971,10.191389341266715,7.606414382078624
14640,13.098978728367232,7.488115892970937,8.074700580609893,8.40722568707969,13.098978728367232,7.5367556672696026
14641,13.158127972921076,7.54726513752478,8.077736158153092,8.47528941281502,13.158127972921076,7.7547319886057675
14642,13.08992787413591,7.4790650387396145,8.080825942438114,8.45763667665669,13.08992787413591,7.846584197562502
14643,13.21727721747492,7.606414382078624,8.083861519981316,8.429237037941904,13.21727721747492,8.132510261508523
14644,13.172022946318446,7.561160110922149,8.086897097524515,8.51575595638412,13.172022946318446,8.240804468621548
14645,13.108348274648918,7.497485439252622,8.089932675067715,8.489897135188496,13.108348274648918,8.326065731810143
14646,13.214918896301995,7.6040560609057,8.092968252610916,8.525936945246071,13.214918896301995,7.6040560609057
14647,13.142894492912063,7.532031657515768,8.096003830154116,8.518363126181216,13.142894492912063,7.682993920576302
14648,13.070933827932187,7.46007099253589,8.099039407697315,8.538960503830186,13.070933827932187,7.748648784625146
14649,13.254691664191652,7.643828828795356,8.102074985240517,8.620171203408665,13.254691664191652,7.643828828795356
14650,13.285923485130649,7.675060649734352,8.105110562783716,8.503220318160594,13.285923485130649,7.8565781463449
14651,13.317155306069644,7.706292470673349,8.108146140326916,8.5526974280364,13.317155306069644,8.07107844920522
14652,13.34845086541874,7.737588030022445,8.111181717870117,8.625573026100907,13.34845086541874,8.286663040187822
14653,13.379682686357738,7.7688198509614415,8.114217295413317,8.542321645273981,13.379682686357738,7.7688198509614415
14654,13.25201465096832,7.641151815572023,8.117252872956517,8.573700501007005,13.142124723854893,7.806813791334806
14655,13.011794388423997,7.751610480239968,8.120288450499718,8.475218574114042,12.815146680146592,7.751610480239968
14656,12.528348353015907,7.618843372044149,8.123378234784738,8.284938459994198,12.48816863643829,7.452270054983052
14657,12.229425014788305,7.670598961028814,8.12641381232794,8.148667640301342,12.161190592729989,7.337686537403022
14658,11.930565414970708,7.722418288423487,8.129449389871139,8.020045860154134,11.834212549021688,7.210920061869557
14659,11.631642076743105,7.774173877408151,8.132484967414339,7.896280682544157,11.507234505313386,7.078011457194628
14660,11.180256461605085,7.6734671894824,8.13552054495754,7.743643427581841,11.089443929196694,6.78655184074602
14661,10.840094372055937,7.68398402714552,8.13855612250074,7.609733469995296,10.762465885488393,6.600790469865664
14662,10.470803829100406,7.665372411402259,8.14159170004394,7.48348244071797,10.435487841780091,6.380435476820062
14663,10.222106358015523,7.767353867529644,8.14462727758714,7.392050230847199,10.10850979807179,7.767353867529644
14664,9.765366716430794,7.661293153157183,8.14766285513034,7.185602827590763,9.781531754363488,7.426971820113305
14665,9.408441425030734,7.6550467889693925,8.15069843267354,7.022838195767072,9.454553710655187,7.173115617819088
14666,9.141705983893262,7.738990275044188,8.153734010216741,6.932119190372633,9.127575666946885,6.9757585155319095
14667,8.715688255966912,7.6636514743301065,8.15676958775994,6.7349677619183375,8.800597623238584,6.615962458049665
14668,8.473619579530283,7.772261725105745,8.159805165303142,6.6724337301529095,8.473619579530283,6.437364369031336
14669,8.004578424800226,7.6538994975879575,8.004578424800226,8.004578424800226,8.146641535821981,6.029842443147694
14670,7.781376317747122,7.781376317747122,7.781376317747122,7.781376317747122,7.81966349211368,7.781376317747122
14671,7.775512384019795,7.775512384019795,7.775512384019795,7.775512384019795,7.775512384019795,7.792717744249575
14672,7.769648450292467,7.769648450292467,7.769648450292467,7.769648450292467,7.769648450292467,7.818675134063811
14673,7.763720778155085,7.763720778155085,7.763720778155085,7.763720778155085,7.763720778155085,7.812191380968587
14674,7.757856844427758,7.757856844427758,7.757856844427758,7.757856844427758,7.757856844427758,7.757856844427758
14675,7.751929172290376,7.751929172290376,7.751929172290376,7.751929172290376,7.751929172290376,7.751929172290376
14676,7.74606523856305,7.74606523856305,7.74606523856305,7.74606523856305,7.74606523856305,7.74606523856305
14677,7.740137566425623,7.740137566425623,7.740137566425623,7.740137566425623,7.740137566425623,7.740137566425623
14678,7.7342736326982955,7.7342736326982955,7.7342736326982955,7.7342736326982955,7.7342736326982955,7.7342736326982955
14679,7.7283459605609135,7.7283459605609135,7.7283459605609135,7.7283459605609135,7.7283459605609135,7.7283459605609135
14680,7.722482026833586,7.722482026833586,7.722482026833586,7.722482026833586,7.722482026833586,7.722482026833586
