,Observed,True,MTSClean,MTSCleanSoft,GlobalSpeedAccelClean,MedianFilterClean,IMRClean
19363,3.9101337173560533,3.9101337173560533,3.9101337173560533,3.9101337173560533,3.9101337173560533,3.9101337173560533,3.9101337173560533
19364,3.9240175449553214,3.9240175449553214,3.9240175449553214,3.9240175449553214,3.9240175449553214,3.9101337173560533,3.9240175449553214
19365,3.937811799473276,3.937811799473276,3.937811799473276,3.937811799473276,3.937811799473276,3.9240175449553214,3.937811799473276
19366,3.7093108691139203,3.7093108691139203,3.7093108691139203,3.7093108691139203,3.7093108691139203,3.937811799473276,3.7093108691139203
19367,3.9651315892653702,3.9651315892653702,3.9651315892653702,3.9651315892653702,3.9651315892653702,3.9651315892653702,3.9651315892653702
19368,3.9941532676018565,3.9941532676018565,3.9941532676018565,3.9941532676018565,3.9941532676018565,3.9941532676018565,3.9941532676018565
19369,4.023174945938343,4.023174945938343,4.023174945938343,4.023174945938343,4.023174945938343,4.023174945938343,4.023174945938343
19370,4.0521966242748295,4.0521966242748295,4.0521966242748295,4.0521966242748295,4.0521966242748295,4.0521966242748295,4.0521966242748295
19371,4.081218302611379,4.081218302611379,4.081218302611379,4.081218302611379,4.081218302611379,4.081218302611379,4.081218302611379
19372,4.110150407866552,4.110150407866552,4.110150407866552,4.110150407866552,4.110150407866552,4.110150407866552,4.110150407866552
19373,4.139172086203102,4.139172086203102,4.139172086203102,4.139172086203102,4.139172086203102,4.139172086203102,4.139172086203102
19374,4.392390447123067,4.168193764539588,4.368305125810104,4.392390447123067,4.392390447123067,4.392390447123067,4.168193764539588
19375,4.594193859385193,4.145800494218233,4.394496488975311,4.594193859385193,4.594193859385193,4.594193859385193,4.451098246208803
19376,4.789727155957315,4.117137108206875,4.392882964141056,4.789727155957315,4.789727155957315,4.789727155957315,4.614840393256955
19377,4.985350025610687,4.088563295276767,4.389855633305382,4.985350025610687,4.985350025610687,4.985350025610687,4.836020991319954
19378,5.180883322182809,4.059899909265409,4.417452659588523,5.180883322182809,5.180883322182809,5.180883322182809,4.059899909265409
19379,5.376416618754932,4.0312365232540515,4.42151383902252,5.376416618754932,5.376416618754932,5.376416618754932,4.255781881178206
19380,5.571949915327053,4.002573137242694,4.418828123139601,5.571949915327053,5.571949915327053,5.571949915327053,4.558868782779516
19381,5.767483211899176,3.9739097512313357,4.432793763877383,5.767483211899176,5.767483211899176,5.767483211899176,5.006685862632318
19382,5.963016508471298,3.945246365219978,4.435626078411886,5.963016508471298,5.963016508471298,5.963016508471298,5.443074970291654
19383,6.146009573663415,3.904042747828615,4.438294702448193,6.146009573663415,6.146009573663415,6.146009573663415,5.831784389828081
19384,6.325509288685434,3.8593457802671542,4.465452848410084,6.325509288685434,6.325509288685434,6.325509288685434,6.163189567393855
19385,6.505009003707453,3.814648812705694,4.471381048453932,6.505009003707453,6.505009003707453,6.505009003707453,6.442899690459975
19386,6.6845982918107865,3.770041418225547,4.468367851243805,6.6845982918107865,6.6845982918107865,6.6845982918107865,3.770041418225547
19387,6.864187579914057,3.7254340237453367,4.484027433119817,4.992398796691213,6.987077107563618,6.864187579914057,3.8649746248537338
19388,7.297089541892751,3.9341393031405505,4.487203634602373,4.964233311283948,7.297089541892751,7.297089541892751,4.484403288405875
19389,7.4646760371037715,3.8775291157680916,4.492299148198823,4.969237014227982,7.4646760371037715,7.4646760371037715,5.388877106747023
19390,7.632262532314856,3.820918928395696,4.499605669683994,4.982067853509439,7.632262532314856,7.632262532314856,6.119341486934925
19391,7.799849027525877,3.764308741023237,4.505578943922998,5.119191308577581,7.799849027525877,7.799849027525877,6.79708256331519
19392,7.967435522736898,3.7076985536507783,4.520842247016038,4.951066588141761,7.967435522736898,7.967435522736898,7.34462253400902
19393,8.251556596700434,3.7676229450308347,4.538475503843873,5.333204250737239,8.251556596700434,8.251556596700434,7.903674061690051
19394,8.536842120720607,3.8287117864675264,4.53196085369882,6.146642152974712,8.536842120720607,8.536842120720607,8.371272759693216
19395,8.822127644740778,3.889800627904218,4.544901649578338,6.477178872348625,8.822127644740778,8.822127644740778,8.769569670794006
19396,9.127387965887657,3.9708642664676166,4.547299828443713,5.292794889470699,9.132140079069911,9.127387965887657,9.224965816677543
19397,9.517294848849344,4.136574466845825,4.551735835395317,5.025711838834444,9.442152513399044,9.517294848849344,9.712353709289506
19398,9.781799418011303,4.176882353424303,4.5494651762422205,5.528089222702458,9.752164947728177,9.781799418011303,9.906725266566182
19399,10.013072374016293,4.183958626845813,4.581918454302636,4.988099017690973,10.013072374016293,10.013072374016293,10.07534761431107
19400,10.244255756940031,4.190945327186072,4.588683985115128,5.567157816991138,10.244255756940031,10.244255756940031,10.259464676781892
19401,10.475528712945085,4.198021600607645,4.584584362899973,5.08825106611782,10.15919973323965,10.475528712945085,10.46107210976964
19402,10.706712095868824,4.205008300947904,4.596889576056775,6.735023430335204,9.868176792143023,10.706712095868824,10.624720933789456
19403,10.937985051873877,4.212084574369478,4.608091557264598,5.396287469387485,9.577153851046399,10.937985051873877,10.851120912934087
19404,11.16925800787893,4.219160847791051,4.599342276301037,5.204777377695723,9.286130909949776,11.16925800787893,11.088839153097211
19405,11.40044139080267,4.22614754813131,4.617319620738451,5.0581405515758,8.99510796885315,11.40044139080267,11.4304104641883
19406,11.631714346807723,4.233223821552884,4.632770538251873,5.164495255200831,8.704085027756525,11.631714346807723,4.233223821552884
19407,11.862897729731463,4.240210521893143,4.635368092837117,5.633569291157884,8.4130620866599,11.862897729731463,4.240210521893143
19408,12.094170685736453,4.247286795314653,4.639360575146171,7.679522923786492,8.122039145563276,12.094170685736453,4.247286795314653
19409,12.325354068660255,4.254273495654976,4.645011313371667,12.325354068660255,7.831016204466652,12.094170685736453,4.254273495654976
19410,12.556627024665245,4.261349769076485,4.559448983594683,7.86094453584874,7.539993263370027,12.094170685736453,6.413407061855704
19411,4.268426042498058,4.268426042498058,4.268426042498058,4.268426042498058,7.2489703222734025,4.282489016259891,0.2954476152144174
19412,4.275412742838318,4.275412742838318,4.275412742838318,4.275412742838318,6.957947381176778,4.282489016259891,2.3618407103368217
19413,4.282489016259891,4.282489016259891,4.282489016259891,4.282489016259891,6.6669244400801535,4.282489016259891,3.503078145790232
19414,4.28947571660015,4.28947571660015,4.28947571660015,4.28947571660015,6.37590149898353,4.28947571660015,4.219254185523919
19415,4.296551990021724,4.296551990021724,4.296551990021724,4.296551990021724,6.0848785578869045,4.296551990021724,4.571109471870465
19416,4.303628263443233,4.303628263443233,4.303628263443233,4.303628263443233,5.79385561679028,4.303628263443233,4.715876549521675
19417,4.310614963783556,4.310614963783556,4.310614963783556,4.310614963783556,5.502832675693655,4.310614963783556,4.734717341248734
19418,4.317691237205066,4.317691237205066,4.317691237205066,4.317691237205066,5.211809734597031,4.317691237205066,4.781449052808931
19419,4.324677937545325,4.324677937545325,4.324677937545325,4.324677937545325,4.920786793500406,4.324677937545325,4.679901703887097
19420,4.331754210966898,4.331754210966898,4.331754210966898,4.331754210966898,4.331754210966898,4.331754210966898,4.331754210966898
19421,4.338740911307158,4.338740911307158,4.338740911307158,4.338740911307158,4.338740911307158,4.338740911307158,4.238528303560265
